z,n,bindingEnergy(keV),xx,yy,zz
72,83,7929.0,83,72,0.09841947100112114
73,83,7872.0,83,73,0.10490075365378049
74,83,7828.0,83,74,0.10990384903478068
46,84,8046.0,84,46,0.0851157855561887
47,84,8102.0,84,47,0.0787482096167339
48,84,8169.1421,84,48,0.07111370210808265
49,84,8217.0,84,49,0.06567193759821066
50,84,8275.1719,84,50,0.059057402048346974
51,84,8291.9894,84,51,0.05714513939902932
52,84,8319.4301,84,52,0.05402494759399734
53,84,8326.0033,84,53,0.053277530626761105
54,84,8344.6913,84,54,0.05115257957039443
55,84,8342.3397,84,55,0.051419972277166215
56,84,8353.15,84,56,0.05019076859541116
57,84,8343.205,84,57,0.051321581858230436
58,84,8347.07,84,58,0.0508821054116948
59,84,8329.428,84,59,0.052888119246049525
60,84,8326.9237,84,60,0.053172874967927664
61,84,8302.6583,84,61,0.05593201384652147
62,84,8293.8581,84,62,0.056932655664064025
63,84,8263.5409,84,63,0.06037992482962906
64,84,8248.3398,84,64,0.062108391947722774
65,84,8209.8153,84,65,0.06648888622057136
66,84,8189.1495,84,66,0.06883872641431399
67,84,8145.5267,84,67,0.07379893162309337
68,84,8119.3485,84,68,0.07677556870270474
69,84,8071.2571,84,69,0.08224388373011016
70,84,8039.9402,84,70,0.08580482549686563
71,84,7987.4369,84,71,0.09177480317225817
72,84,7952.6676,84,72,0.09572830599568116
73,84,7896.0608,84,73,0.10216487916870842
74,84,7855.0,84,74,0.10683376777825782
75,84,7795.0,84,75,0.1136561705705309
46,85,7993.0,85,46,0.09114224135602988
47,85,8053.0,85,47,0.08431983856375691
48,85,8121.0,85,48,0.07658778206584749
49,85,8173.0,85,49,0.07067503297921085
50,85,8230.6877,85,50,0.06411555421988069
51,85,8252.2533,85,51,0.06166340072559662
52,85,8280.2357,85,52,0.05848161399402174
53,85,8292.445,85,53,0.057093334620493374
54,85,8311.5904,85,54,0.05491637411350703
55,85,8314.3227,85,55,0.05460569326101816
56,85,8326.0774,85,56,0.053269104959312585
57,85,8320.8263,85,57,0.05386619028102102
58,85,8324.6765,85,58,0.05342839669384092
59,85,8311.5411,85,59,0.054921979854467895
60,85,8309.1883,85,60,0.055189509009295645
61,85,8288.655,85,61,0.05752428306353852
62,85,8280.5734,85,62,0.0584432152369726
63,85,8253.8155,85,63,0.06148576809822848
64,85,8239.4856,85,64,0.06311517392777843
65,85,8206.3396,85,65,0.06688409664365658
66,85,8184.6789,85,66,0.06934706364636622
67,85,8144.9193,85,67,0.07386799708069391
68,85,8118.8154,85,68,0.07683618575151407
69,85,8074.209,85,69,0.08190823288340165
70,85,8043.8234,85,70,0.08536327958814971
71,85,7995.3752,85,71,0.09087216517082641
72,85,7960.0,85,72,0.09489456289178011
73,85,7907.0,85,73,0.10092101869162129
74,85,7867.0,85,74,0.1054692872198032
75,85,7810.0,85,75,0.11195056987246266
76,85,7765.0,85,76,0.11706737196666739
47,86,8013.0,86,47,0.08886810709193893
48,86,8086.0,86,48,0.0805675170280068
49,86,8136.0,86,49,0.07488218136777924
50,86,8197.0,86,50,0.06794607186230162
51,86,8218.4764,86,51,0.06550406100683548
52,86,8252.5786,86,52,0.06162641193179119
53,86,8265.61,86,53,0.06014465426933746
54,86,8290.8875,86,54,0.05727043282630939
55,86,8294.3554,86,55,0.0568761093155874
56,86,8310.9718,86,56,0.054986713086295436
57,86,8306.1271,86,57,0.05553758799975739
58,86,8314.7612,86,58,0.05455583286727794
59,86,8302.1285,86,59,0.055992255663177004
60,86,8304.0927,86,60,0.055768912937100845
61,86,8284.3712,86,61,0.05801137988156435
62,86,8279.6326,86,62,0.05855019051275523
63,86,8253.556,86,63,0.06151527499030507
64,86,8242.6103,86,64,0.06275987456102816
65,86,8208.8743,86,65,0.06659588423769691
66,86,8192.9171,86,66,0.06841032500164446
67,86,8153.6372,86,67,0.07287671332564793
68,86,8132.3919,86,68,0.07529244655969258
69,86,8088.376,86,69,0.08029734987743276
70,86,8061.7107,86,70,0.08332937349704606
71,86,8013.3128,86,71,0.08883253963204851
72,86,7981.2764,86,72,0.09247529337895477
73,86,7928.7258,86,73,0.09845064938188175
74,86,7892.7893,86,74,0.10253687068095707
75,86,7836.3292,86,75,0.10895676307915736
76,86,7794.0,86,76,0.11376987728373544
77,86,7734.0,86,77,0.12059228007600842
48,87,8036.0,87,48,0.08625285268823424
49,87,8091.0,87,49,0.07999898346198397
50,87,8152.0,87,50,0.07306287395650646
51,87,8178.0,87,51,0.07010649941318814
52,87,8211.7716,87,52,0.06626644177752938
53,87,8229.474,87,53,0.06425356005769711
54,87,8255.3647,87,54,0.061309613658132034
55,87,8264.8777,87,55,0.06022792169541724
56,87,8281.9878,87,56,0.05828238846181588
57,87,8281.4283,87,57,0.058346007367854
58,87,8289.8762,87,58,0.0573854244253732
59,87,8280.325,87,59,0.0584714599845324
60,87,8283.6036,87,60,0.058098661154620035
61,87,8268.2283,87,61,0.05984693598215396
62,87,8263.4683,87,62,0.060388179937007624
63,87,8241.3481,87,63,0.062903395174435
64,87,8231.0446,87,64,0.0640749722939381
65,87,8202.0072,87,65,0.06737671960794389
66,87,8185.7514,87,66,0.06922511319645441
67,87,8150.6825,87,67,0.07321268255115343
68,87,8129.4444,87,68,0.07562759709686295
69,87,8089.6032,87,69,0.08015780899898817
70,87,8062.7551,87,70,0.08321061820577513
71,87,8018.5685,87,71,0.08823493125945936
72,87,7986.561,87,72,0.09187439888235405
73,87,7938.2704,87,73,0.09736536428702958
74,87,7901.0,87,74,0.10160325897084854
75,87,7848.0,87,75,0.10762971477068972
76,87,7807.0,87,76,0.11229169001207628
77,87,7750.0,87,77,0.11877297266473563
78,87,7703.0,87,78,0.12411718818534945
49,88,8053.0,88,49,0.08431983856375691
50,88,8118.0,88,50,0.07692890220546111
51,88,8144.0,88,51,0.0739725276621428
52,88,8183.3567,88,52,0.06949740666256532
53,88,8202.2562,88,53,0.06734840663635588
54,88,8233.1695,88,54,0.06383335689904968
55,88,8243.6707,88,55,0.06263929996234596
56,88,8265.4549,88,56,0.06016229018055541
57,88,8266.0873,88,57,0.06009038205512507
58,88,8278.5081,88,58,0.05867805371175394
59,88,8270.54,88,59,0.05958408017323891
60,88,8277.1778,88,60,0.05882931775232991
61,88,8261.5277,88,61,0.06060883918465232
62,88,8261.6235,88,62,0.060597946081527465
63,88,8239.2998,88,63,0.06313630063509179
64,88,8233.4042,88,64,0.06380666993346051
65,88,8205.0504,88,65,0.06703068733831974
66,88,8193.1305,88,66,0.06838605998904679
67,88,8159.2055,88,67,0.07224356023451106
68,88,8141.9084,88,68,0.07421035662348141
69,88,8101.4285,88,69,0.07881319300333034
70,88,8079.1999,88,70,0.08134073404846909
71,88,8034.6009,88,71,0.08641193975067873
72,88,8006.3791,88,72,0.0896209478693949
73,88,7957.45,88,73,0.09518451501045166
74,88,7923.8214,88,74,0.0990083125861222
75,88,7870.8655,88,75,0.1050297539199111
76,88,7833.308,88,76,0.10930029380109096
77,88,7776.0,88,77,0.11581659812141731
78,88,7733.0,88,78,0.12070598678921296
50,89,8073.0,89,50,0.08204570429966584
51,89,8103.0,89,51,0.07863450290352936
52,89,8142.0,89,52,0.07419994108855188
53,89,8165.2517,89,53,0.0715560667051337
54,89,8196.8855,89,54,0.06795909128096356
55,89,8211.8894,89,55,0.06625304712671387
56,89,8234.7991,89,56,0.06364806043921156
57,89,8239.9988,89,57,0.06305681964256193
58,89,8252.5274,89,58,0.06163223371550719
59,89,8249.5409,89,59,0.06197181881449276
60,89,8255.4437,89,60,0.061300630827788916
61,89,8243.8125,89,61,0.0626231763504137
62,89,8243.9735,89,62,0.06260486956958777
63,89,8226.5854,89,63,0.06458201326945978
64,89,8220.4209,89,64,0.06528295830300934
65,89,8196.6697,89,65,0.06798362918967304
66,89,8184.357,89,66,0.06938366583734679
67,89,8155.428,89,67,0.0726730873436412
68,89,8136.3757,89,68,0.07483946175562828
69,89,8101.1994,89,69,0.0788392432113254
70,89,8078.0428,89,70,0.081472304086318
71,89,8038.3387,89,71,0.08598692679806275
72,89,8009.1245,89,72,0.08930877745896315
73,89,7964.3432,89,73,0.09440071189499
74,89,7930.3043,89,74,0.09827116333508845
75,89,7881.0523,89,75,0.10387144637383894
76,89,7843.0,89,76,0.10819824833671243
77,89,7789.0,89,77,0.11433841084975815
78,89,7746.0,89,78,0.1192277995175538
79,89,7688.0,89,79,0.1258227888834177
50,90,8038.0,90,50,0.08602543926182515
51,90,8069.0,90,51,0.08250053115248412
52,90,8113.0,90,52,0.07749743577148394
53,90,8137.0,90,53,0.0747684746545747
54,90,8172.8845,90,54,0.07068816610458595
55,90,8188.7342,90,55,0.0688859488123078
56,90,8215.5293,90,56,0.06583916606132056
57,90,8221.5536,90,57,0.06515416270896246
58,90,8240.3876,90,58,0.06301261047246787
59,90,8238.304,90,59,0.0632495297801009
60,90,8249.5789,90,60,0.06196749795939094
61,90,8241.2723,90,61,0.06291201414329584
62,90,8244.0645,90,62,0.06259452225868611
63,90,8228.7011,90,63,0.0643414439763329
64,90,8224.7996,90,64,0.0647850707179004
65,90,8202.9173,90,65,0.06727323512825645
66,90,8192.4366,90,66,0.06846496107733924
67,90,8163.1373,90,67,0.07179648817953332
68,90,8147.927,90,68,0.07352600139938859
69,90,8112.7549,90,69,0.07752530528689028
70,90,8092.5614,90,70,0.0798214417999864
71,90,8052.7821,90,71,0.08434461525656411
72,90,8027.1171,90,72,0.08726289805095888
73,90,7981.8905,90,73,0.09240546608637579
74,90,7951.4515,90,74,0.09586658472960918
75,90,7901.5201,90,75,0.10154412010931091
76,90,7866.3371,90,76,0.10554466339998658
77,90,7812.8254,90,77,0.11162930292497453
78,90,7773.6217,90,78,0.11608702679743177
79,90,7716.0,90,79,0.12263900091369029
80,90,7671.0,90,80,0.12775580300789513
51,91,8027.0,91,51,0.08727621310707523
52,91,8070.0,91,52,0.08238682443927958
53,91,8098.0,91,53,0.07920303646955218
54,91,8135.0877,91,54,0.0749859160022357
55,91,8155.4365,91,55,0.07267212083657903
56,91,8183.2405,91,56,0.0695106193826397
57,91,8193.7165,91,57,0.0683194278551088
58,91,8214.2294,91,58,0.06598697341781512
59,91,8218.9316,91,59,0.06545230171098482
60,91,8230.2741,91,60,0.06416258331646207
61,91,8226.1293,91,61,0.0646338749013523
62,91,8228.5373,91,62,0.06436006913595582
63,91,8217.1006,91,63,0.06566049870286228
64,91,8213.2541,91,64,0.06609787157520353
65,91,8194.6415,91,65,0.06821424914539465
66,91,8184.6287,91,66,0.06935277172336907
67,91,8158.4709,91,67,0.07232708918603103
68,91,8142.7742,91,68,0.07411190935118894
69,91,8110.8124,91,69,0.07774618057729021
70,91,8090.3861,91,70,0.08006878801322026
71,91,8054.5596,91,71,0.08414250157384318
72,91,8028.0072,91,72,0.08716168770553556
73,91,7986.9978,91,73,0.09182473179002626
74,91,7955.9704,91,74,0.09535275546330912
75,91,7909.6392,91,75,0.1006209239341318
76,91,7873.9557,91,76,0.10467837743476627
77,91,7823.8509,91,77,0.11037562955853764
78,91,7784.0,91,78,0.11490694441578087
79,91,7730.0,91,79,0.12104710692882659
80,91,7686.0,91,80,0.1260502023098269
52,92,8040.0,92,52,0.08579802583541607
53,92,8069.0,92,53,0.08250053115248412
54,92,8110.4154,92,54,0.07779132214243234
55,92,8131.801,92,55,0.07535963585652505
56,92,8164.1118,92,56,0.0716856809875156
57,92,8176.1915,92,57,0.07031213800401859
58,92,8201.123,92,58,0.06747725908375934
59,92,8207.8824,92,59,0.06670866992652447
60,92,8224.0078,92,60,0.06487510369341587
61,92,8221.1536,92,61,0.06519964539424428
62,92,8226.8379,92,62,0.06455330232437562
63,92,8216.676,92,63,0.06570877857328905
64,92,8215.3253,92,64,0.06586236223081432
65,92,8198.1416,92,65,0.06781626427850729
66,92,8190.1298,92,66,0.06872725972335958
67,92,8165.1066,92,67,0.07157256554921965
68,92,8151.7217,92,68,0.07309451853479121
69,92,8120.4906,92,69,0.07664570426555384
70,92,8102.5333,92,70,0.07868756982658198
71,92,8066.6848,92,71,0.08276378493489522
72,92,8043.8142,92,72,0.08536432568991126
73,92,8003.0547,92,73,0.0899989544667722
74,92,7974.8951,92,74,0.09320089002792697
75,92,7929.0,92,75,0.09841947100112114
76,92,7895.9408,92,76,0.10217852397429295
77,92,7845.5944,92,77,0.10790324763997461
78,92,7808.2365,92,78,0.11215109166119885
79,92,7754.1069,92,79,0.11830599056427593
80,92,7713.6064,92,80,0.12291116930241675
52,93,7998.0,93,52,0.09057370779000717
53,93,8031.0,93,53,0.08682138625425706
54,93,8072.0,93,54,0.0821594110128705
55,93,8097.5469,93,55,0.07925455698130512
56,93,8131.8495,93,56,0.07535412108093464
57,93,8149.4339,93,57,0.07335465675326058
58,93,8176.2779,93,58,0.07030231374399765
59,93,8187.1049,93,59,0.06907121116013193
60,93,8204.5832,93,60,0.06708381111472905
61,93,8204.717,93,61,0.06706859715650204
62,93,8211.2258,93,62,0.06632850290159631
63,93,8204.6192,93,63,0.06707971767305365
64,93,8203.5072,93,64,0.06720615953813702
65,93,8189.1556,93,65,0.06883803280336342
66,93,8181.5842,93,66,0.06969895181172037
67,93,8158.6004,93,67,0.07231236416667108
68,93,8145.8628,93,68,0.07376071479678536
69,93,8117.5868,93,69,0.07697588581935721
70,93,8099.1069,93,70,0.0790771745087061
71,93,8065.8043,93,71,0.08286390369587193
72,93,8042.8728,93,72,0.08547136918972198
73,93,8004.9714,93,73,0.08978101280957296
74,93,7976.7045,93,74,0.09299514910105466
75,93,7935.1208,93,75,0.0977234949509388
76,93,7901.2862,93,76,0.1015707161095295
77,93,7853.0,93,77,0.1070611812046669
78,93,7816.6017,93,78,0.11119991226390014
79,93,7766.1587,93,79,0.11693561999807722
80,93,7725.0,93,80,0.12161564049484941
53,94,8001.0,94,53,0.09023258765039355
54,94,8047.0,94,54,0.08500207884298416
55,94,8073.0,94,55,0.08204570429966584
56,94,8111.8405,94,56,0.07762927870544456
57,94,8129.0436,94,57,0.07567317074751534
58,94,8161.0,94,58,0.07203951353766547
59,94,8172.0371,94,59,0.07078452117335554
60,94,8192.3491,94,60,0.06847491041474474
61,94,8195.2977,94,61,0.06813963480018992
62,94,8205.0054,94,62,0.06703580414041399
63,94,8199.7975,94,63,0.0676279773321119
64,94,8201.8229,94,64,0.06739767575518751
65,94,8188.8025,94,65,0.06887818264379597
66,94,8184.0526,94,66,0.06941827816084623
67,94,8163.1134,94,67,0.071799205769979
68,94,8152.3959,94,68,0.07301785746874867
69,94,8124.9774,94,69,0.07613552498474774
70,94,8109.4149,94,70,0.07790508570899357
71,94,8076.746,94,71,0.08161975895200169
72,94,8056.4386,94,72,0.08392884665973166
73,94,8018.8614,94,73,0.08820162656316177
74,94,7993.9327,94,74,0.09103618710462402
75,94,7951.3963,94,75,0.09587286134017803
76,94,7921.1258,94,76,0.09931482040223638
77,94,7873.4895,94,77,0.10473138750446231
78,94,7839.246,94,78,0.10862510333808229
79,94,7788.2348,94,79,0.11442541922670224
80,94,7749.7851,94,80,0.11879740823740326
54,95,8009.0,95,54,0.0893229339447571
55,95,8039.0,95,55,0.08591173254862061
56,95,8079.0,95,56,0.08136346402043859
57,95,8102.0,95,57,0.0787482096167339
58,95,8134.0,95,58,0.07510959479418833
59,95,8147.2994,95,59,0.07359736373259573
60,95,8170.305,95,60,0.07098147257129706
61,95,8176.7263,95,61,0.07025132765379671
62,95,8187.0642,95,62,0.06907583902335945
63,95,8185.132,95,63,0.06929554313461328
64,95,8187.6177,95,64,0.06901290235760071
65,95,8177.4676,95,65,0.0701670368672982
66,95,8173.3093,95,66,0.0706398634928167
67,95,8155.4126,95,67,0.0726748384270246
68,95,8144.7403,95,68,0.07388835058235743
69,95,8119.6534,95,69,0.07674089952584873
70,95,8104.8399,95,70,0.07842529392190434
71,95,8074.1756,95,71,0.08191203068762265
72,95,8054.185,95,72,0.08418509610860947
73,95,8019.4287,95,73,0.08813712074476077
74,95,7994.5381,95,74,0.09096734906045001
75,95,7955.012,95,75,0.09546173197724439
76,95,7924.1769,95,76,0.09896788984957794
77,95,7880.2637,95,77,0.10396111548787201
78,95,7845.3856,95,78,0.10792698960169167
79,95,7797.0,95,79,0.11342875714412182
80,95,7759.2134,95,80,0.11772534723329686
81,95,7707.9383,95,81,0.12355567032353143
54,96,7983.0,96,54,0.09227930848807542
55,96,8013.0,96,55,0.08886810709193893
56,96,8057.0,96,56,0.08386501171093874
57,96,8081.0,96,57,0.08113605059402951
58,96,8116.0,96,58,0.0771563156318702
59,96,8131.0398,96,59,0.07544618940661652
60,96,8156.3265,96,60,0.0725709218618269
61,96,8164.1458,96,61,0.07168181495926662
62,96,8177.3075,96,62,0.07018524131208226
63,96,8176.6987,96,63,0.07025446595908125
64,96,8183.0171,96,64,0.06953602146236959
65,96,8174.4809,96,65,0.07050664470762635
66,96,8173.4555,96,66,0.0706232395713462
67,96,8156.967,96,67,0.07249809271201946
68,96,8149.0191,96,68,0.07340182229789782
69,96,8125.5489,96,69,0.0760705415981513
70,96,8112.4591,96,70,0.07755893973265626
71,96,8083.1722,96,71,0.08088905687160652
72,96,8065.5536,96,72,0.08289240996887226
73,96,8030.9577,96,73,0.08682619604822561
74,96,8008.9482,96,74,0.08932882395250108
75,96,7969.4131,96,75,0.09382423022971431
76,96,7942.1626,96,76,0.09692279501789491
77,96,7898.068,96,77,0.10193664705396421
78,96,7866.1143,96,78,0.1055699972556885
79,96,7817.5939,96,79,0.11108709246305859
80,96,7782.664,96,80,0.11505885658462223
81,96,7732.1655,96,81,0.12080087504138215
82,96,7690.8359,96,82,0.12550032801544098
55,97,7980.0,97,55,0.09262042862768904
56,97,8023.0,97,56,0.0877310399598934
57,97,8051.0,97,57,0.084547251990166
58,97,8087.0,97,58,0.08045381031480214
59,97,8105.2337,97,59,0.07838051621824438
60,97,8132.1671,97,60,0.07531800782882103
61,97,8143.3622,97,61,0.07404504980382476
62,97,8157.4963,97,62,0.07243790774872028
63,97,8160.103,97,63,0.07214150845940992
64,97,8167.1934,97,64,0.07133528238010445
65,97,8164.0773,97,65,0.07168960386912115
66,97,8161.784,97,66,0.07195036747451311
67,97,8147.9234,97,67,0.07352641074355615
68,97,8139.9348,97,68,0.07443476819266193
69,97,8118.9357,97,69,0.07682250683391567
70,97,8106.202,97,70,0.0782704140078484
71,97,8080.4026,97,71,0.08120397898449783
72,97,8061.7791,97,72,0.08332159595786282
73,97,8030.2965,97,73,0.08690137892699634
74,97,8008.1158,97,74,0.08942347342057266
75,97,7971.846,97,75,0.093547593167159
76,97,7944.0341,97,76,0.09670999290413262
77,97,7902.0377,97,77,0.10148526551455617
78,97,7869.5216,97,78,0.10518256437178664
79,97,7825.3837,97,79,0.11020133990853775
80,97,7789.8947,97,80,0.11423667745345412
81,97,7741.0,97,81,0.11979633308357662
82,97,7701.463,97,82,0.12429195540354487
56,98,8001.0,98,56,0.09023258765039355
57,98,8028.0,98,57,0.08716250639387069
58,98,8068.0,98,58,0.08261423786568867
59,98,8085.817,98,59,0.08058832535652316
60,98,8114.9529,98,60,0.07727537793126671
61,98,8126.8601,98,61,0.07592144935579748
62,98,8144.6159,98,62,0.0739024956974802
63,98,8148.981,98,63,0.07340615452367094
64,98,8159.0373,98,64,0.072262685703672
65,98,8155.6322,98,65,0.07264986843280485
66,98,8158.7129,98,66,0.07229957216143557
67,98,8146.9591,98,67,0.07363605812709928
68,98,8141.9479,98,68,0.07420586520830985
69,98,8122.5826,98,69,0.07640782982153005
70,98,8111.887,98,70,0.07762399134328057
71,98,8086.3233,98,71,0.08053075564762768
72,98,8070.8762,98,72,0.08228719461716971
73,98,8039.7914,98,73,0.08582174505579054
74,98,8020.1757,98,74,0.08805218182999708
75,98,7983.9068,98,75,0.09217619924054155
76,98,7959.4618,98,76,0.09495575984482674
77,98,7917.9112,98,77,0.09968034200250375
78,98,7888.9934,98,78,0.1029684899936103
79,98,7843.8623,98,79,0.10810019903791623
80,98,7811.3607,98,80,0.11179584914780516
81,98,7763.4942,98,81,0.11723859153541072
82,98,7725.6993,98,82,0.12153612539030545
57,99,7997.0,99,57,0.09068741450321172
58,99,8037.0,99,58,0.0861391459750297
59,99,8059.0,99,59,0.08363759828452955
60,99,8088.8224,99,60,0.08024659120065825
61,99,8103.6398,99,61,0.07856175334842108
62,99,8122.0418,99,62,0.07646932241203097
63,99,8129.5593,99,63,0.07561453219551584
64,99,8140.756,99,64,0.07434139223977831
65,99,8139.9304,99,65,0.07443526850220006
66,99,8143.9083,99,66,0.07398295456774373
67,99,8135.4933,99,67,0.07493979655936
68,99,8131.7352,99,68,0.075367117758254
69,99,8114.9516,99,69,0.07727552574999386
70,99,8104.5206,99,70,0.0784616004754306
71,99,8081.6686,99,71,0.08106002628558096
72,99,8066.0687,99,72,0.08283383964090063
73,99,8037.7056,99,73,0.08605891451819259
74,99,8018.3337,99,74,0.08826162959571981
75,99,7985.0944,99,75,0.09204116114793981
76,99,7960.7294,99,76,0.09481162521516862
77,99,7921.5522,99,77,0.099266335859726
78,99,7892.4896,99,78,0.10257094858290461
79,99,7849.3946,99,79,0.10747113938845465
80,99,7816.2631,99,80,0.11123841335699114
81,99,7771.431,99,81,0.11633612409404892
82,99,7734.0704,99,82,0.12058427512339887
57,100,7972.0,100,57,0.09353008233332549
58,100,8015.0,100,58,0.08864069366552985
59,100,8037.0,100,59,0.0861391459750297
60,100,8069.9662,100,60,0.08239066772618586
61,100,8085.9977,100,61,0.0805677785534471
62,100,8107.5745,100,62,0.07811435154397517
63,100,8116.0172,100,63,0.07715435987640307
64,100,8129.9978,100,64,0.07556467180177562
65,100,8130.3259,100,65,0.0755273646291732
66,100,8137.2793,100,66,0.07473671636957668
67,100,8130.3732,100,67,0.07552198630163864
68,100,8129.5897,100,68,0.07561107551143431
69,100,8114.4702,100,69,0.07733026416173061
70,100,8106.6101,100,70,0.0782240102981897
71,100,8084.6621,100,71,0.08071964523960318
72,100,8071.7439,100,72,0.08218853130212211
73,100,8044.065,100,73,0.08533580804623964
74,100,8027.2572,100,74,0.08724696774043894
75,100,7994.8168,100,75,0.09093565899947997
76,100,7972.8681,100,76,0.09343137353559261
77,100,7934.6328,100,77,0.09777898382698247
78,100,7908.253,100,78,0.100778544179976
79,100,7865.6374,100,79,0.10562422398721583
80,100,7836.1111,100,80,0.10898156251330726
81,100,7791.9183,100,81,0.11400658054861335
82,100,7756.3296,100,82,0.11805325465283611
58,101,7983.0,101,58,0.09227930848807542
59,101,8009.0,101,59,0.0893229339447571
60,101,8042.0,101,60,0.08557061240900699
61,101,8061.0,101,61,0.08341018485812046
62,101,8084.1653,101,62,0.08077613473472312
63,101,8095.3686,101,63,0.07950224431467867
64,101,8110.4428,101,64,0.07778820657849062
65,101,8113.223,101,65,0.07747207917443932
66,101,8120.8782,101,66,0.07660163154351574
67,101,8116.8061,101,67,0.07706465665035611
68,101,8117.0078,101,68,0.07704172200630266
69,101,8105.5144,101,69,0.07834859874384792
70,101,8097.8826,101,70,0.07921638563768241
71,101,8078.2334,101,71,0.08145063158678123
72,101,8066.0164,101,72,0.08283978650200119
73,101,8040.4528,101,73,0.085746539435677
74,101,8024.113,101,74,0.08760448438809676
75,101,7993.9707,101,75,0.09103186624952231
76,101,7972.4371,101,76,0.09348038112898371
77,101,7936.563,101,77,0.09755950712915507
78,101,7910.6759,101,78,0.10050304418455258
79,101,7870.3194,101,79,0.10509184915599201
80,101,7839.6792,101,80,0.10857584558992217
81,101,7796.3571,101,81,0.11350185919004097
82,101,7762.179,101,82,0.11738813860461739
83,101,7712.0,101,83,0.12309382776650857
59,102,7986.0,102,59,0.09193818834846179
60,102,8022.0,102,60,0.08784474667309794
61,102,8042.0,102,61,0.08557061240900699
62,102,8067.7803,102,62,0.0826392192305796
63,102,8080.0529,102,63,0.08124374222210551
64,102,8097.226,102,64,0.07929104546557253
65,102,8101.441,102,65,0.07881177166941533
66,102,8112.5293,102,66,0.0775509575213893
67,102,8109.0622,102,67,0.07794519006674072
68,102,8111.9529,102,68,0.07761649807088034
69,102,8101.8931,102,69,0.07876036486437543
70,102,8097.4295,102,70,0.07926790614943535
71,102,8079.0312,102,71,0.0813599163709866
72,102,8068.5341,102,72,0.08255350711016607
73,102,8044.4456,102,73,0.08529253127119385
74,102,8030.1131,102,74,0.08692223273819821
75,102,8001.2229,102,75,0.09020724242402023
76,102,7981.9128,102,76,0.09240293042667136
77,102,7947.5248,102,77,0.09631307688034951
78,102,7923.5781,102,78,0.09903597742944492
79,102,7883.8359,102,79,0.10355493236696278
80,102,7856.9726,102,80,0.10660946991579057
81,102,7815.6741,102,81,0.1113053866110687
82,102,7782.7264,102,82,0.11505176128571826
83,102,7732.0,102,83,0.1208196935024175
84,102,7695.9488,102,84,0.12491895696149735
60,103,7992.0,103,60,0.09125594806923443
61,103,8014.0,103,61,0.08875440037873439
62,103,8041.0,103,62,0.08568431912221153
63,103,8056.0,103,63,0.08397871842414328
64,103,8075.5428,103,64,0.0817565708693293
65,103,8082.798,103,65,0.08093160592368775
66,103,8094.7566,103,66,0.07957183282315983
67,103,8093.7902,103,67,0.07968171899080057
68,103,8097.7404,103,68,0.07923255473230006
69,103,8091.0367,103,69,0.07999481042560941
70,103,8087.4276,103,70,0.0804051893242359
71,103,8071.454,103,71,0.08222149487828012
72,103,8060.7625,103,72,0.08343719020250662
73,103,8038.6706,103,73,0.08594918753995018
74,103,8025.0359,103,74,0.08749954446248032
75,103,7998.1576,103,75,0.09055578761200622
76,103,7979.4844,103,76,0.09267905580901725
77,103,7947.6337,103,77,0.09630069421928145
78,103,7924.1271,103,78,0.09897355244389561
79,103,7887.2442,103,79,0.10316738577634765
80,103,7859.3885,103,80,0.10633476586735968
81,103,7818.6727,103,81,0.11096442566085352
82,103,7786.933,103,82,0.11457344262595193
83,103,7739.1175,103,83,0.12001038597118407
84,103,7704.7889,103,84,0.12391377824609795
61,104,7992.0,104,61,0.09125594806923443
62,104,8023.0,104,62,0.0877310399598934
63,104,8038.0,104,63,0.08602543926182515
64,104,8060.0,104,64,0.083523891571325
65,104,8069.0,104,65,0.08250053115248412
66,104,8084.0,104,66,0.08079493045441588
67,104,8083.6021,104,67,0.08084017435559998
68,104,8090.4052,104,68,0.080066616214998
69,104,8084.4633,104,69,0.08074225013418812
70,104,8083.8481,104,70,0.08081220250415155
71,104,8069.1412,104,71,0.08248447576457962
72,104,8061.3604,104,72,0.08336920495868161
73,104,8040.8289,104,73,0.08570377434084075
74,104,8029.2584,104,74,0.08701941786597411
75,104,8003.7666,104,75,0.08991800665764182
76,104,7987.4171,104,76,0.0917770545651796
77,104,7956.5242,104,77,0.0952897846855365
78,104,7934.7541,104,78,0.0977651912026708
79,104,7898.5644,104,79,0.10188020304152956
80,104,7874.3454,104,80,0.10463406592863056
81,104,7835.5756,104,81,0.1090424524582283
82,104,7805.342,104,82,0.1124802157425695
83,104,7758.2083,104,83,0.1178396338507387
84,104,7724.6544,104,84,0.12165493753493284
62,105,7992.0,105,62,0.09125594806923443
63,105,8012.0,105,63,0.08898181380514347
64,105,8035.0,105,64,0.08636655940143878
65,105,8047.0,105,65,0.08500207884298416
66,105,8062.0,105,66,0.08329647814491592
67,105,8066.0,105,67,0.08284165129209775
68,105,8074.0,105,68,0.0819319975864613
69,105,8070.6432,105,69,0.08231368828134633
70,105,8070.9253,105,70,0.08228161161755143
71,105,8059.0209,105,71,0.08363522181422356
72,105,8051.8365,105,72,0.08445213632457038
73,105,8035.0,105,73,0.08636655940143878
74,105,8023.2821,105,74,0.08769896329609839
75,105,7999.9922,105,75,0.09034718127596109
76,105,7983.4263,105,76,0.09223083531623633
77,105,7954.8948,105,77,0.09547505840403192
78,105,7933.3406,105,78,0.09792591564178543
